ccode,stateabb,year,mil_indicator,amount
41,HAI,1874,spending,-9
41,HAI,1874,personnel,4
41,HAI,1875,spending,-9
41,HAI,1875,personnel,4
41,HAI,1876,spending,166
41,HAI,1876,personnel,4
41,HAI,1877,spending,166
41,HAI,1877,personnel,4
41,HAI,1878,spending,-9
41,HAI,1878,personnel,7
41,HAI,1879,spending,-9
41,HAI,1879,personnel,7
41,HAI,1880,spending,-9
41,HAI,1880,personnel,7
41,HAI,1881,spending,208
41,HAI,1881,personnel,7
41,HAI,1882,spending,242
41,HAI,1882,personnel,7
41,HAI,1883,spending,244
41,HAI,1883,personnel,7
41,HAI,1884,spending,-9
41,HAI,1884,personnel,5
41,HAI,1885,spending,219
41,HAI,1885,personnel,7
41,HAI,1886,spending,219
41,HAI,1886,personnel,7
41,HAI,1887,spending,-9
41,HAI,1887,personnel,7
41,HAI,1888,spending,-9
41,HAI,1888,personnel,7
41,HAI,1889,spending,-9
41,HAI,1889,personnel,5
41,HAI,1890,spending,-9
41,HAI,1890,personnel,5
41,HAI,1891,spending,267
41,HAI,1891,personnel,5
41,HAI,1892,spending,331
41,HAI,1892,personnel,5
41,HAI,1893,spending,331
41,HAI,1893,personnel,5
41,HAI,1894,spending,-9
41,HAI,1894,personnel,5
41,HAI,1895,spending,-9
41,HAI,1895,personnel,7
41,HAI,1896,spending,374
41,HAI,1896,personnel,5
41,HAI,1897,spending,265
41,HAI,1897,personnel,7
41,HAI,1898,spending,349
41,HAI,1898,personnel,7
41,HAI,1899,spending,279
41,HAI,1899,personnel,7
41,HAI,1900,spending,275
41,HAI,1900,personnel,7
41,HAI,1901,spending,281
41,HAI,1901,personnel,7
41,HAI,1902,spending,281
41,HAI,1902,personnel,7
41,HAI,1903,spending,277
41,HAI,1903,personnel,7
41,HAI,1904,spending,282
41,HAI,1904,personnel,7
41,HAI,1905,spending,305
41,HAI,1905,personnel,7
41,HAI,1906,spending,383
41,HAI,1906,personnel,7
41,HAI,1907,spending,325
41,HAI,1907,personnel,7
41,HAI,1908,spending,-9
41,HAI,1908,personnel,7
41,HAI,1909,spending,-9
41,HAI,1909,personnel,12
41,HAI,1910,spending,-9
41,HAI,1910,personnel,12
41,HAI,1911,spending,-9
41,HAI,1911,personnel,12
41,HAI,1912,spending,630
41,HAI,1912,personnel,12
41,HAI,1913,spending,695
41,HAI,1913,personnel,12
41,HAI,1914,spending,533
41,HAI,1914,personnel,6
41,HAI,1915,spending,789
41,HAI,1915,personnel,6
41,HAI,1934,spending,1340
41,HAI,1934,personnel,3
41,HAI,1935,spending,1360
41,HAI,1935,personnel,3
41,HAI,1936,spending,1360
41,HAI,1936,personnel,3
41,HAI,1937,spending,1500
41,HAI,1937,personnel,3
41,HAI,1938,spending,1760
41,HAI,1938,personnel,3
41,HAI,1939,spending,1760
41,HAI,1939,personnel,3
41,HAI,1940,spending,-9
41,HAI,1940,personnel,-9
41,HAI,1941,spending,1509
41,HAI,1941,personnel,-9
41,HAI,1942,spending,1509
41,HAI,1942,personnel,5
41,HAI,1943,spending,-9
41,HAI,1943,personnel,5
41,HAI,1944,spending,-9
41,HAI,1944,personnel,5
41,HAI,1945,spending,-9
41,HAI,1945,personnel,5
41,HAI,1946,spending,1940
41,HAI,1946,personnel,5
41,HAI,1947,spending,2300
41,HAI,1947,personnel,4
41,HAI,1948,spending,2740
41,HAI,1948,personnel,3
41,HAI,1949,spending,3120
41,HAI,1949,personnel,3
41,HAI,1950,spending,3540
41,HAI,1950,personnel,3
41,HAI,1951,spending,3960
41,HAI,1951,personnel,3
41,HAI,1952,spending,4580
41,HAI,1952,personnel,3
41,HAI,1953,spending,5260
41,HAI,1953,personnel,4
41,HAI,1954,spending,5140
41,HAI,1954,personnel,4
41,HAI,1955,spending,5180
41,HAI,1955,personnel,5
41,HAI,1956,spending,5440
41,HAI,1956,personnel,5
41,HAI,1957,spending,5940
41,HAI,1957,personnel,4
41,HAI,1958,spending,7000
41,HAI,1958,personnel,4
41,HAI,1959,spending,6880
41,HAI,1959,personnel,6
41,HAI,1960,spending,6560
41,HAI,1960,personnel,6
41,HAI,1961,spending,6340
41,HAI,1961,personnel,5
41,HAI,1962,spending,6320
41,HAI,1962,personnel,5
41,HAI,1963,spending,6700
41,HAI,1963,personnel,16
41,HAI,1964,spending,7760
41,HAI,1964,personnel,15
41,HAI,1965,spending,7360
41,HAI,1965,personnel,15
41,HAI,1966,spending,7080
41,HAI,1966,personnel,10
41,HAI,1967,spending,7160
41,HAI,1967,personnel,13
41,HAI,1968,spending,7160
41,HAI,1968,personnel,12
41,HAI,1969,spending,7160
41,HAI,1969,personnel,12
41,HAI,1970,spending,7160
41,HAI,1970,personnel,12
41,HAI,1971,spending,7320
41,HAI,1971,personnel,12
41,HAI,1972,spending,7280
41,HAI,1972,personnel,12
41,HAI,1973,spending,7980
41,HAI,1973,personnel,12
41,HAI,1974,spending,8460
41,HAI,1974,personnel,6
41,HAI,1975,spending,10180
41,HAI,1975,personnel,6
41,HAI,1976,spending,11160
41,HAI,1976,personnel,6
41,HAI,1977,spending,12280
41,HAI,1977,personnel,7
41,HAI,1978,spending,13000
41,HAI,1978,personnel,7
41,HAI,1979,spending,13600
41,HAI,1979,personnel,7
41,HAI,1980,spending,15000
41,HAI,1980,personnel,7
41,HAI,1981,spending,24000
41,HAI,1981,personnel,8
41,HAI,1982,spending,26000
41,HAI,1982,personnel,8
41,HAI,1983,spending,28000
41,HAI,1983,personnel,8
41,HAI,1984,spending,30000
41,HAI,1984,personnel,6
41,HAI,1985,spending,30540
41,HAI,1985,personnel,6
41,HAI,1986,spending,-9
41,HAI,1986,personnel,8
41,HAI,1987,spending,42000
41,HAI,1987,personnel,8
41,HAI,1988,spending,35000
41,HAI,1988,personnel,8
41,HAI,1989,spending,45000
41,HAI,1989,personnel,9
41,HAI,1990,spending,16900
41,HAI,1990,personnel,8
41,HAI,1991,spending,29400
41,HAI,1991,personnel,8
41,HAI,1992,spending,55000
41,HAI,1992,personnel,8
41,HAI,1993,spending,-9
41,HAI,1993,personnel,8
41,HAI,1994,spending,-9
41,HAI,1994,personnel,0
41,HAI,1995,spending,59000
41,HAI,1995,personnel,0
41,HAI,1996,spending,102000
41,HAI,1996,personnel,0
41,HAI,1997,spending,46000
41,HAI,1997,personnel,0
41,HAI,1998,spending,49000
41,HAI,1998,personnel,0
41,HAI,1999,spending,50000
41,HAI,1999,personnel,0
41,HAI,2000,spending,43000
41,HAI,2000,personnel,-9
41,HAI,2001,spending,40000
41,HAI,2001,personnel,3
41,HAI,2002,spending,32000
41,HAI,2002,personnel,-9
41,HAI,2003,spending,22000
41,HAI,2003,personnel,-9
41,HAI,2004,spending,-9
41,HAI,2004,personnel,-9
41,HAI,2005,spending,-9
41,HAI,2005,personnel,0
41,HAI,2006,spending,-9
41,HAI,2006,personnel,0
41,HAI,2007,spending,-9
41,HAI,2007,personnel,-9
41,HAI,2008,spending,-9
41,HAI,2008,personnel,3
41,HAI,2009,spending,-9
41,HAI,2009,personnel,0
41,HAI,2010,spending,-9
41,HAI,2010,personnel,0
41,HAI,2011,spending,-9
41,HAI,2011,personnel,0
41,HAI,2012,spending,-9
41,HAI,2012,personnel,0
41,HAI,2013,spending,-9
41,HAI,2013,personnel,0
41,HAI,2014,spending,-9
41,HAI,2014,personnel,0
41,HAI,2015,spending,-9
41,HAI,2015,personnel,0
41,HAI,2016,spending,7000
41,HAI,2016,personnel,0
42,DOM,1894,spending,-9
42,DOM,1894,personnel,1
42,DOM,1895,spending,-9
42,DOM,1895,personnel,1
42,DOM,1896,spending,-9
42,DOM,1896,personnel,1
42,DOM,1897,spending,-9
42,DOM,1897,personnel,1
42,DOM,1898,spending,-9
42,DOM,1898,personnel,1
42,DOM,1899,spending,-9
42,DOM,1899,personnel,1
42,DOM,1900,spending,-9
42,DOM,1900,personnel,1
42,DOM,1901,spending,-9
42,DOM,1901,personnel,1
42,DOM,1902,spending,-9
42,DOM,1902,personnel,1
42,DOM,1903,spending,87
42,DOM,1903,personnel,1
42,DOM,1904,spending,48
42,DOM,1904,personnel,1
42,DOM,1905,spending,74
42,DOM,1905,personnel,1
42,DOM,1906,spending,-9
42,DOM,1906,personnel,1
42,DOM,1907,spending,-9
42,DOM,1907,personnel,1
42,DOM,1908,spending,121
42,DOM,1908,personnel,1
42,DOM,1909,spending,146
42,DOM,1909,personnel,1
42,DOM,1910,spending,106
42,DOM,1910,personnel,1
42,DOM,1911,spending,-9
42,DOM,1911,personnel,1
42,DOM,1912,spending,-9
42,DOM,1912,personnel,1
42,DOM,1913,spending,237
42,DOM,1913,personnel,1
42,DOM,1914,spending,-9
42,DOM,1914,personnel,1
42,DOM,1915,spending,-9
42,DOM,1915,personnel,1
42,DOM,1916,spending,-9
42,DOM,1916,personnel,1
42,DOM,1924,spending,1081
42,DOM,1924,personnel,2
42,DOM,1925,spending,964
42,DOM,1925,personnel,2
42,DOM,1926,spending,860
42,DOM,1926,personnel,2
42,DOM,1927,spending,1500
42,DOM,1927,personnel,3
42,DOM,1928,spending,1600
42,DOM,1928,personnel,2
42,DOM,1929,spending,1500
42,DOM,1929,personnel,2
42,DOM,1930,spending,1100
42,DOM,1930,personnel,2
42,DOM,1931,spending,1100
42,DOM,1931,personnel,2
42,DOM,1932,spending,1100
42,DOM,1932,personnel,2
42,DOM,1933,spending,1100
42,DOM,1933,personnel,2
42,DOM,1934,spending,1200
42,DOM,1934,personnel,3
42,DOM,1935,spending,1000
42,DOM,1935,personnel,3
42,DOM,1936,spending,1800
42,DOM,1936,personnel,3
42,DOM,1937,spending,2000
42,DOM,1937,personnel,3
42,DOM,1938,spending,1900
42,DOM,1938,personnel,3
42,DOM,1939,spending,1900
42,DOM,1939,personnel,2
42,DOM,1940,spending,-9
42,DOM,1940,personnel,3
42,DOM,1941,spending,-9
42,DOM,1941,personnel,3
42,DOM,1942,spending,2113
42,DOM,1942,personnel,4
42,DOM,1943,spending,2355
42,DOM,1943,personnel,4
42,DOM,1944,spending,3141
42,DOM,1944,personnel,4
42,DOM,1945,spending,3574
42,DOM,1945,personnel,4
42,DOM,1946,spending,3856
42,DOM,1946,personnel,7
42,DOM,1947,spending,5500
42,DOM,1947,personnel,10
42,DOM,1948,spending,-9
42,DOM,1948,personnel,15
42,DOM,1949,spending,-9
42,DOM,1949,personnel,15
42,DOM,1950,spending,17649
42,DOM,1950,personnel,15
42,DOM,1951,spending,-9
42,DOM,1951,personnel,15
42,DOM,1952,spending,-9
42,DOM,1952,personnel,16
42,DOM,1953,spending,25178
42,DOM,1953,personnel,16
42,DOM,1954,spending,22369
42,DOM,1954,personnel,16
42,DOM,1955,spending,30372
42,DOM,1955,personnel,9
42,DOM,1956,spending,-9
42,DOM,1956,personnel,9
42,DOM,1957,spending,-9
42,DOM,1957,personnel,18
42,DOM,1958,spending,34500
42,DOM,1958,personnel,18
42,DOM,1959,spending,42600
42,DOM,1959,personnel,18
42,DOM,1960,spending,33400
42,DOM,1960,personnel,18
42,DOM,1961,spending,31600
42,DOM,1961,personnel,19
42,DOM,1962,spending,33100
42,DOM,1962,personnel,19
42,DOM,1963,spending,34000
42,DOM,1963,personnel,20
42,DOM,1964,spending,37000
42,DOM,1964,personnel,19
42,DOM,1965,spending,35000
42,DOM,1965,personnel,17
42,DOM,1966,spending,32400
42,DOM,1966,personnel,19
42,DOM,1967,spending,31200
42,DOM,1967,personnel,19
42,DOM,1968,spending,32500
42,DOM,1968,personnel,18
42,DOM,1969,spending,31000
42,DOM,1969,personnel,17
42,DOM,1970,spending,31600
42,DOM,1970,personnel,17
42,DOM,1971,spending,31900
42,DOM,1971,personnel,16
42,DOM,1972,spending,34400
42,DOM,1972,personnel,16
42,DOM,1973,spending,36600
42,DOM,1973,personnel,16
42,DOM,1974,spending,47600
42,DOM,1974,personnel,18
42,DOM,1975,spending,57200
42,DOM,1975,personnel,18
42,DOM,1976,spending,67400
42,DOM,1976,personnel,18
42,DOM,1977,spending,75800
42,DOM,1977,personnel,19
42,DOM,1978,spending,87100
42,DOM,1978,personnel,19
42,DOM,1979,spending,158000
42,DOM,1979,personnel,19
42,DOM,1980,spending,165000
42,DOM,1980,personnel,24
42,DOM,1981,spending,118000
42,DOM,1981,personnel,24
42,DOM,1982,spending,128000
42,DOM,1982,personnel,25
42,DOM,1983,spending,129000
42,DOM,1983,personnel,23
42,DOM,1984,spending,156000
42,DOM,1984,personnel,22
42,DOM,1985,spending,50990
42,DOM,1985,personnel,22
42,DOM,1986,spending,68690
42,DOM,1986,personnel,21
42,DOM,1987,spending,76600
42,DOM,1987,personnel,21
42,DOM,1988,spending,60000
42,DOM,1988,personnel,20
42,DOM,1989,spending,60620
42,DOM,1989,personnel,21
42,DOM,1990,spending,57210
42,DOM,1990,personnel,21
42,DOM,1991,spending,34790
42,DOM,1991,personnel,21
42,DOM,1992,spending,59000
42,DOM,1992,personnel,22
42,DOM,1993,spending,108000
42,DOM,1993,personnel,22
42,DOM,1994,spending,115000
42,DOM,1994,personnel,22
42,DOM,1995,spending,109000
42,DOM,1995,personnel,22
42,DOM,1996,spending,116000
42,DOM,1996,personnel,22
42,DOM,1997,spending,119000
42,DOM,1997,personnel,22
42,DOM,1998,spending,115000
42,DOM,1998,personnel,25
42,DOM,1999,spending,114000
42,DOM,1999,personnel,30
42,DOM,2000,spending,169000
42,DOM,2000,personnel,24
42,DOM,2001,spending,156000
42,DOM,2001,personnel,24
42,DOM,2002,spending,229000
42,DOM,2002,personnel,24
42,DOM,2003,spending,156000
42,DOM,2003,personnel,26
42,DOM,2004,spending,128000
42,DOM,2004,personnel,25
42,DOM,2005,spending,273000
42,DOM,2005,personnel,25
42,DOM,2006,spending,256000
42,DOM,2006,personnel,25
42,DOM,2007,spending,271000
42,DOM,2007,personnel,25
42,DOM,2008,spending,278000
42,DOM,2008,personnel,50
42,DOM,2009,spending,265000
42,DOM,2009,personnel,50
42,DOM,2010,spending,231000
42,DOM,2010,personnel,50
42,DOM,2011,spending,342000
42,DOM,2011,personnel,25
42,DOM,2012,spending,363000
42,DOM,2012,personnel,25
42,DOM,2013,spending,378000
42,DOM,2013,personnel,25
42,DOM,2014,spending,397000
42,DOM,2014,personnel,46
42,DOM,2015,spending,446000
42,DOM,2015,personnel,46
42,DOM,2016,spending,455000
42,DOM,2016,personnel,56
51,JAM,1962,spending,980
51,JAM,1962,personnel,2
51,JAM,1963,spending,4201
51,JAM,1963,personnel,1
51,JAM,1964,spending,4481
51,JAM,1964,personnel,1
51,JAM,1965,spending,4761
51,JAM,1965,personnel,1
51,JAM,1966,spending,5013
51,JAM,1966,personnel,1
51,JAM,1967,spending,5321
51,JAM,1967,personnel,1
51,JAM,1968,spending,5741
51,JAM,1968,personnel,1
51,JAM,1969,spending,5321
51,JAM,1969,personnel,1
51,JAM,1970,spending,6441
51,JAM,1970,personnel,1
51,JAM,1971,spending,7788
51,JAM,1971,personnel,4
51,JAM,1972,spending,8863
51,JAM,1972,personnel,4
51,JAM,1973,spending,14520
51,JAM,1973,personnel,4
51,JAM,1974,spending,16939
51,JAM,1974,personnel,4
51,JAM,1975,spending,21999
51,JAM,1975,personnel,1
51,JAM,1976,spending,29260
51,JAM,1976,personnel,1
51,JAM,1977,spending,31020
51,JAM,1977,personnel,1
51,JAM,1978,spending,27419
51,JAM,1978,personnel,2
51,JAM,1979,spending,25014
51,JAM,1979,personnel,1
51,JAM,1980,spending,23448
51,JAM,1980,personnel,2
51,JAM,1981,spending,36112
51,JAM,1981,personnel,2
51,JAM,1982,spending,35997
51,JAM,1982,personnel,2
51,JAM,1983,spending,39014
51,JAM,1983,personnel,3
51,JAM,1984,spending,26332
51,JAM,1984,personnel,2
51,JAM,1985,spending,25557
51,JAM,1985,personnel,2
51,JAM,1986,spending,20620
51,JAM,1986,personnel,3
51,JAM,1987,spending,25060
51,JAM,1987,personnel,3
51,JAM,1988,spending,34000
51,JAM,1988,personnel,3
51,JAM,1989,spending,27680
51,JAM,1989,personnel,3
51,JAM,1990,spending,32520
51,JAM,1990,personnel,3
51,JAM,1991,spending,24600
51,JAM,1991,personnel,3
51,JAM,1992,spending,19360
51,JAM,1992,personnel,3
51,JAM,1993,spending,27000
51,JAM,1993,personnel,3
51,JAM,1994,spending,28000
51,JAM,1994,personnel,3
51,JAM,1995,spending,28000
51,JAM,1995,personnel,3
51,JAM,1996,spending,28000
51,JAM,1996,personnel,3
51,JAM,1997,spending,42000
51,JAM,1997,personnel,3
51,JAM,1998,spending,45000
51,JAM,1998,personnel,3
51,JAM,1999,spending,51000
51,JAM,1999,personnel,3
51,JAM,2000,spending,42000
51,JAM,2000,personnel,3
51,JAM,2001,spending,40000
51,JAM,2001,personnel,3
51,JAM,2002,spending,56000
51,JAM,2002,personnel,3
51,JAM,2003,spending,52000
51,JAM,2003,personnel,3
51,JAM,2004,spending,53000
51,JAM,2004,personnel,3
51,JAM,2005,spending,56000
51,JAM,2005,personnel,3
51,JAM,2006,spending,57000
51,JAM,2006,personnel,3
51,JAM,2007,spending,108000
51,JAM,2007,personnel,3
51,JAM,2008,spending,96000
51,JAM,2008,personnel,3
51,JAM,2009,spending,62000
51,JAM,2009,personnel,3
51,JAM,2010,spending,102000
51,JAM,2010,personnel,3
51,JAM,2011,spending,139000
51,JAM,2011,personnel,3
51,JAM,2012,spending,139000
51,JAM,2012,personnel,3
51,JAM,2013,spending,129000
51,JAM,2013,personnel,3
51,JAM,2014,spending,120000
51,JAM,2014,personnel,3
51,JAM,2015,spending,119000
51,JAM,2015,personnel,3
51,JAM,2016,spending,115000
51,JAM,2016,personnel,3
52,TRI,1962,spending,0
52,TRI,1962,personnel,1
52,TRI,1963,spending,1930
52,TRI,1963,personnel,1
52,TRI,1964,spending,2865
52,TRI,1964,personnel,1
52,TRI,1965,spending,2515
52,TRI,1965,personnel,1
52,TRI,1966,spending,2515
52,TRI,1966,personnel,1
52,TRI,1967,spending,2632
52,TRI,1967,personnel,1
52,TRI,1968,spending,2350
52,TRI,1968,personnel,1
52,TRI,1969,spending,2850
52,TRI,1969,personnel,1
52,TRI,1970,spending,3350
52,TRI,1970,personnel,1
52,TRI,1971,spending,3949
52,TRI,1971,personnel,1
52,TRI,1972,spending,4164
52,TRI,1972,personnel,1
52,TRI,1973,spending,3726
52,TRI,1973,personnel,1
52,TRI,1974,spending,4627
52,TRI,1974,personnel,1
52,TRI,1975,spending,5991
52,TRI,1975,personnel,1
52,TRI,1976,spending,6564
52,TRI,1976,personnel,1
52,TRI,1977,spending,8042
52,TRI,1977,personnel,1
52,TRI,1978,spending,14900
52,TRI,1978,personnel,1
52,TRI,1979,spending,21903
52,TRI,1979,personnel,1
52,TRI,1980,spending,29103
52,TRI,1980,personnel,1
52,TRI,1981,spending,43009
52,TRI,1981,personnel,2
52,TRI,1982,spending,68790
52,TRI,1982,personnel,2
52,TRI,1983,spending,81022
52,TRI,1983,personnel,2
52,TRI,1984,spending,75020
52,TRI,1984,personnel,2
52,TRI,1985,spending,73470
52,TRI,1985,personnel,2
52,TRI,1986,spending,193750
52,TRI,1986,personnel,2
52,TRI,1987,spending,-9
52,TRI,1987,personnel,2
52,TRI,1988,spending,-9
52,TRI,1988,personnel,2
52,TRI,1989,spending,59000
52,TRI,1989,personnel,2
52,TRI,1990,spending,-9
52,TRI,1990,personnel,2
52,TRI,1991,spending,29000
52,TRI,1991,personnel,2
52,TRI,1992,spending,74000
52,TRI,1992,personnel,2
52,TRI,1993,spending,-9
52,TRI,1993,personnel,2
52,TRI,1994,spending,77000
52,TRI,1994,personnel,2
52,TRI,1995,spending,72000
52,TRI,1995,personnel,2
52,TRI,1996,spending,67000
52,TRI,1996,personnel,2
52,TRI,1997,spending,40000
52,TRI,1997,personnel,2
52,TRI,1998,spending,44000
52,TRI,1998,personnel,2
52,TRI,1999,spending,40000
52,TRI,1999,personnel,2
52,TRI,2000,spending,62000
52,TRI,2000,personnel,3
52,TRI,2001,spending,67000
52,TRI,2001,personnel,3
52,TRI,2002,spending,28000
52,TRI,2002,personnel,3
52,TRI,2003,spending,55000
52,TRI,2003,personnel,3
52,TRI,2004,spending,70000
52,TRI,2004,personnel,3
52,TRI,2005,spending,64000
52,TRI,2005,personnel,3
52,TRI,2006,spending,52000
52,TRI,2006,personnel,3
52,TRI,2007,spending,55000
52,TRI,2007,personnel,3
52,TRI,2008,spending,143000
52,TRI,2008,personnel,3
52,TRI,2009,spending,106000
52,TRI,2009,personnel,4
52,TRI,2010,spending,170000
52,TRI,2010,personnel,4
52,TRI,2011,spending,379000
52,TRI,2011,personnel,4
52,TRI,2012,spending,460000
52,TRI,2012,personnel,4
52,TRI,2013,spending,445000
52,TRI,2013,personnel,4
52,TRI,2014,spending,436000
52,TRI,2014,personnel,4
52,TRI,2015,spending,443000
52,TRI,2015,personnel,4
52,TRI,2016,spending,608000
52,TRI,2016,personnel,4
53,BAR,1966,spending,0
53,BAR,1966,personnel,0
53,BAR,1967,spending,0
53,BAR,1967,personnel,0
53,BAR,1968,spending,0
53,BAR,1968,personnel,0
53,BAR,1969,spending,0
53,BAR,1969,personnel,0
53,BAR,1970,spending,0
53,BAR,1970,personnel,0
53,BAR,1971,spending,600
53,BAR,1971,personnel,0
53,BAR,1972,spending,800
53,BAR,1972,personnel,0
53,BAR,1973,spending,1000
53,BAR,1973,personnel,0
53,BAR,1974,spending,1000
53,BAR,1974,personnel,0
53,BAR,1975,spending,1000
53,BAR,1975,personnel,0
53,BAR,1976,spending,800
53,BAR,1976,personnel,0
53,BAR,1977,spending,1000
53,BAR,1977,personnel,0
53,BAR,1978,spending,1000
53,BAR,1978,personnel,0
53,BAR,1979,spending,3000
53,BAR,1979,personnel,2
53,BAR,1980,spending,10000
53,BAR,1980,personnel,1
53,BAR,1981,spending,11000
53,BAR,1981,personnel,1
53,BAR,1982,spending,8000
53,BAR,1982,personnel,1
53,BAR,1983,spending,9000
53,BAR,1983,personnel,1
53,BAR,1984,spending,11000
53,BAR,1984,personnel,1
53,BAR,1985,spending,10000
53,BAR,1985,personnel,1
53,BAR,1986,spending,9000
53,BAR,1986,personnel,1
53,BAR,1987,spending,8000
53,BAR,1987,personnel,1
53,BAR,1988,spending,11000
53,BAR,1988,personnel,0
53,BAR,1989,spending,10000
53,BAR,1989,personnel,0
53,BAR,1990,spending,21300
53,BAR,1990,personnel,0
53,BAR,1991,spending,-9
53,BAR,1991,personnel,0
53,BAR,1992,spending,-9
53,BAR,1992,personnel,0
53,BAR,1993,spending,12000
53,BAR,1993,personnel,0
53,BAR,1994,spending,13000
53,BAR,1994,personnel,0
53,BAR,1995,spending,14000
53,BAR,1995,personnel,0
53,BAR,1996,spending,14000
53,BAR,1996,personnel,0
53,BAR,1997,spending,12000
53,BAR,1997,personnel,0
53,BAR,1998,spending,13000
53,BAR,1998,personnel,0
53,BAR,1999,spending,12000
53,BAR,1999,personnel,0
53,BAR,2000,spending,13000
53,BAR,2000,personnel,1
53,BAR,2001,spending,13000
53,BAR,2001,personnel,1
53,BAR,2002,spending,13000
53,BAR,2002,personnel,1
53,BAR,2003,spending,24000
53,BAR,2003,personnel,1
53,BAR,2004,spending,24000
53,BAR,2004,personnel,1
53,BAR,2005,spending,26000
53,BAR,2005,personnel,1
53,BAR,2006,spending,27000
53,BAR,2006,personnel,1
53,BAR,2007,spending,28000
53,BAR,2007,personnel,1
53,BAR,2008,spending,30000
53,BAR,2008,personnel,1
53,BAR,2009,spending,26000
53,BAR,2009,personnel,1
53,BAR,2010,spending,30000
53,BAR,2010,personnel,1
53,BAR,2011,spending,33000
53,BAR,2011,personnel,1
53,BAR,2012,spending,33000
53,BAR,2012,personnel,1
53,BAR,2013,spending,33000
53,BAR,2013,personnel,1
53,BAR,2014,spending,33000
53,BAR,2014,personnel,1
53,BAR,2015,spending,33000
53,BAR,2015,personnel,1
53,BAR,2016,spending,36000
53,BAR,2016,personnel,1
54,DMA,1978,spending,218
54,DMA,1978,personnel,0
54,DMA,1979,spending,240
54,DMA,1979,personnel,0
54,DMA,1980,spending,-9
54,DMA,1980,personnel,0
54,DMA,1981,spending,-9
54,DMA,1981,personnel,0
